Id,Prospect,Disposition,App.Year,MonthDeadline,DateDeadline,YearDeadline,UniversityId,Selectivity,Tier,Major.1,Major.2,Minor,GPA,Met,Sourced,Type,Size,Region,AlumniCount,CurrentCMCount,CurrentTFAStaffCount,InequityAwareness,TFAAwareness,StudentsCount,ISSTEM,Tier2016,Tier2017
2016_317,Undergrad,Rejected,2016,January,15,2016,001F000000nHEN6IAO,4,3,Statistics,,,No,No,Self,Public,Very Large,S,536,79,28,5,5,25000,Yes,3,3
2016_318,Undergrad,Rejected,2016,January,15,2016,001F000000nHAOAIA4,4,3,Kinesiology,,Health,No,Yes,Self,Public,Very Large,N,321,24,18,5,2,25000,No,3,2
2016_320,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH7YrIAK,4,3,International Studies/Relations,,Sociology,No,Yes,Self,Public,Very Large,W,177,33,7,5,2,25000,No,3,2
2016_322,Undergrad,Rejected,2016,January,15,2016,001F000000nHAWQIA4,4,3,Physics,,,No,No,Self,Private NFP,Small,E,71,7,6,1,3,5000,Yes,3,2
2016_324,Undergrad,Rejected,2016,January,15,2016,001F000000nHEFEIA4,4,3,Biology,,Psychology,No,No,Self,Public,Very Large,S,131,34,9,0,0,25000,No,3,2
2016_325,Undergrad,Accepted,2016,January,15,2016,001F000000nHAyqIAG,4,3,Molecular Biology,,Chemistry,Yes,No,Self,Public,Very Large,N,545,46,25,2,5,25000,Yes,3,3
2016_326,Undergrad,Rejected,2016,January,15,2016,001F000000nHCKHIA4,3,3,Education (secondary),,,No,No,Self,Unknown,Unknown,S,5,5,0,0,0,0,No,3,0
2016_329,Undergrad,Rejected,2016,January,15,2016,001F000000nHAOJIA4,4,3,Advertising,Sociology,Business,No,No,Recruiter,Public,Very Large,W,302,33,10,1,3,25000,No,3,2
2016_333,Undergrad,Accepted,2016,January,15,2016,001F000000nH7f5IAC,4,3,Music,,Economics,No,Yes,Self,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2016_334,Undergrad,Rejected,2016,January,15,2016,001F000000nH7YlIAK,4,3,Social Science,Other,,No,No,Self,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2016_337,Undergrad,Rejected,2016,January,15,2016,001F000000nHAONIA4,4,3,Political Science,,Other,Yes,Yes,Self,Public,Medium,E,89,13,2,1,3,12500,No,3,2
2016_339,Undergrad,Accepted,2016,January,15,2016,001F000000nH7hJIAS,4,3,Other Science,,,No,Yes,Self,Private NFP,Very Large,E,360,19,14,0,0,25000,No,3,3
2016_343,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH7GDIA0,5,3,Psychology,,,Yes,Yes,Self,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_348,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHAyqIAG,4,3,Other,,,No,Yes,Recruiter,Public,Very Large,N,545,46,25,2,5,25000,No,3,3
2016_349,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH82qIAC,4,3,Public Health,,,No,Yes,Recruiter,Public,Very Large,N,328,54,17,1,3,25000,No,3,3
2016_350,Undergrad,Rejected,2016,January,15,2016,001F000000nH7fLIAS,4,3,Biology,,Business,No,Yes,Self,Public,Very Large,W,409,56,10,2,5,25000,No,3,3
2016_351,Undergrad,Rejected,2016,March,4,2016,001F000000nHAWNIA4,4,3,Biology,,,No,No,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_357,Undergrad,Accepted,2016,January,15,2016,001F000000nHANlIAO,5,3,Public Policy,Economics,Biology,Yes,Yes,Self,Public,Very Large,E,529,36,23,5,5,25000,No,3,3
2016_358,Undergrad,Accepted,2016,January,15,2016,001F000000nHAWNIA4,4,3,Human Development,,Psychology,No,No,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_367,Undergrad,Rejected,2016,January,15,2016,001F000000nHAP0IAO,3,3,English,,Psychology,No,No,Self,Public,Very Large,S,37,8,0,3,3,25000,No,3,0
2016_371,Undergrad,Rejected,2016,January,15,2016,001A000000TK7cdIAD,0,3,Journalism,,English,No,Yes,Recruiter,Unknown,Unknown,W,6,15,2,2,5,0,No,3,3
2016_374,Undergrad,Rejected,2016,January,15,2016,001F000000nHEN6IAO,4,3,Geography,Political Science,,Yes,No,Recruiter,Public,Very Large,S,536,79,28,5,5,25000,No,3,3
2016_375,Undergrad,Rejected,2016,January,15,2016,001F000000nHAWNIA4,4,3,Journalism,Spanish,,Yes,No,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_376,Undergrad,Accepted,2016,January,15,2016,001F000000nHAW3IAO,5,3,Other Engineering,,Education (general),No,No,Self,Private NFP,Medium,W,314,18,4,5,5,12500,No,3,3
2016_377,Undergrad,Rejected,2016,January,15,2016,001F000000nH7fLIAS,4,3,Public Health,,Dance,No,Yes,Self,Public,Very Large,W,409,56,10,2,5,25000,No,3,3
2016_378,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH7QeIAK,4,3,Geology,,,No,No,Self,Private NFP,Large,S,93,16,8,0,0,22500,No,3,2
2016_380,Undergrad,Rejected,2016,January,15,2016,001F000000nHE91IAG,4,3,Economics,Finance,,No,No,Self,Private NFP,Very Large,S,109,31,6,0,0,25000,No,3,2
2016_383,Undergrad,Rejected,2016,March,4,2016,001F000000nH7Y3IAK,5,3,History,,Political Science,No,No,Self,Private NFP,Medium,E,143,19,5,2,5,12500,No,3,3
2016_384,Undergrad,Rejected,2016,March,4,2016,001F000000nH83rIAC,3,3,Psychology,,Communications,Yes,No,Self,Public,Very Large,W,102,20,10,1,3,25000,No,3,2
2016_386,Undergrad,Rejected,2016,March,4,2016,001F000000nHCzwIAG,3,3,Film/Video,,,No,No,Self,Public,Very Large,E,32,17,0,5,2,25000,No,3,1
2016_395,Undergrad,Rejected,2016,January,15,2016,001F000000nH7fAIAS,4,3,Political Science,,Marketing,Yes,No,Self,Private NFP,Large,S,149,20,12,1,3,22500,No,3,2
2016_396,Undergrad,Rejected,2016,March,4,2016,001F000000nH7KbIAK,4,3,Communications,,Business,No,Yes,Self,Public,Very Large,S,56,19,8,0,0,25000,No,3,2
2016_399,Undergrad,Rejected,2016,January,15,2016,001F000000nH7GQIA0,4,3,Sociology,,Education (general),No,Yes,Recruiter,Public,Very Large,W,113,10,3,5,2,25000,No,3,2
2016_400,Undergrad,Rejected,2016,January,15,2016,001F000000nH7YtIAK,1,3,Criminal Justice,,,No,No,Self,Unknown,Medium,E,16,11,1,5,2,12500,No,3,1
2016_401,Undergrad,Rejected,2016,March,4,2016,001F000000nH83rIAC,3,3,Special Education,Education (elementary),History,No,No,Self,Public,Very Large,W,102,20,10,1,3,25000,No,3,2
2016_402,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH9wzIAC,4,3,Psychology,,Education (general),No,No,Self,Public,Medium,W,66,26,0,5,2,12500,No,3,2
2016_404,Undergrad,Withdrawn,2016,January,15,2016,001F000000nHAh1IAG,5,3,Economics,,Accounting,No,Yes,Self,Public,Very Large,W,595,103,17,5,5,25000,No,3,3
2016_408,Undergrad,Rejected,2016,January,15,2016,001F000000nH7LRIA0,4,3,Economics,Political Science,,No,No,Self,Public,Very Large,E,404,48,27,5,2,25000,No,3,3
2016_411,Undergrad,Rejected,2016,January,15,2016,001F000000nHAOAIA4,4,3,Other,Microbiology,,No,No,Self,Public,Very Large,N,321,24,18,5,2,25000,No,3,2
2016_413,Undergrad,Rejected,2016,January,15,2016,001F000000nH83VIAS,3,3,Biology,Ecology,Other,No,No,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_415,Undergrad,Rejected,2016,January,15,2016,001F000000nHCtmIAG,2,3,Other,,,No,No,Self,Public,Small,W,12,12,0,5,2,5000,No,3,2
2016_416,Undergrad,Rejected,2016,January,15,2016,001F000000nH7YtIAK,1,3,Other,,,No,No,Self,Unknown,Medium,E,16,11,1,5,2,12500,No,3,1
2016_419,Undergrad,Rejected,2016,January,15,2016,001F000000nH9wzIAC,4,3,Public Policy,,,No,No,Self,Public,Medium,W,66,26,0,5,2,12500,No,3,2
2016_421,Undergrad,Rejected,2016,January,15,2016,001F000000nHAW3IAO,5,3,Computer Science,,,Yes,Yes,Self,Private NFP,Medium,W,314,18,4,5,5,12500,Yes,3,3
2016_422,Undergrad,Accepted,2016,January,15,2016,001F000000nH7GQIA0,4,3,Anthropology,,,Yes,No,Self,Public,Very Large,W,113,10,3,5,2,25000,No,3,2
2016_423,Undergrad,Rejected,2016,January,15,2016,001F000000nHAX5IAO,4,3,History,,Hebrew,No,No,Self,Public,Very Large,E,216,27,8,0,0,25000,No,3,2
2016_427,Undergrad,Rejected,2016,January,15,2016,001F000000nHBWlIAO,4,3,International Studies/Relations,,,No,No,Self,Private NFP,Small,E,262,30,12,5,5,5000,No,3,3
2016_429,Undergrad,Rejected,2016,January,15,2016,001F000000nH7Y8IAK,3,3,Psychology,,Anthropology,Yes,No,Self,Public,Very Large,E,164,46,10,5,2,25000,No,3,2
2016_431,Undergrad,Rejected,2016,January,15,2016,001F000000nH9UaIAK,2,3,Political Science,,English,No,No,Self,Public,Medium,E,44,11,4,1,3,12500,No,3,3
2016_434,Undergrad,Rejected,2016,January,15,2016,001F000000nHAX1IAO,4,3,Other,,Business,No,No,Self,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2016_437,Undergrad,Rejected,2016,March,4,2016,001F000000nHANlIAO,5,3,African-American Studies,,Sociology,No,Yes,Self,Public,Very Large,E,529,36,23,5,5,25000,No,3,3
2016_439,Undergrad,Rejected,2016,January,15,2016,001F000000nH7GQIA0,4,3,English Literature,,Education (general),No,No,Self,Public,Very Large,W,113,10,3,5,2,25000,No,3,2
2016_440,Undergrad,Accepted,2016,March,4,2016,001F000000nHCGBIA4,4,3,Environmental Studies,Chinese,Music,No,Yes,Recruiter,Private NFP,Small,E,68,22,3,5,5,5000,Yes,3,2
2016_448,Undergrad,Rejected,2016,March,4,2016,001F000000nHEwJIAW,4,3,English,Film/Video,Communications,No,No,Self,Public,Very Large,N,346,29,19,2,5,25000,No,3,3
2016_454,Undergrad,Rejected,2016,March,4,2016,001F000000nH9oCIAS,3,3,Chemical Engineering,,,Yes,No,Self,Public,Very Large,S,49,25,4,0,0,25000,Yes,3,2
2016_455,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH83rIAC,3,3,Mathematics,,American Studies,Yes,No,Self,Public,Very Large,W,102,20,10,1,3,25000,Yes,3,2
2016_457,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHA6yIAG,3,3,Political Science,,Communications,No,No,Self,Public,Very Large,E,36,3,3,1,3,25000,No,3,1
2016_460,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7GDIA0,5,3,International Studies/Relations,,Spanish,No,Yes,Self,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_461,Undergrad,Rejected,2016,March,4,2016,001F000000nH9oCIAS,3,3,Economics,Chinese,International Studies/Relations,No,Yes,Self,Public,Very Large,S,49,25,4,0,0,25000,No,3,2
2016_462,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHDTFIA4,3,3,Environmental Science,Other,Biology,Yes,Yes,Self,Public,Very Large,E,39,14,0,1,3,25000,Yes,3,2
2016_464,Undergrad,Rejected,2016,March,4,2016,001F000000nHDH7IAO,3,3,Chemistry,,,No,No,Self,Public,Very Large,E,25,16,3,5,2,25000,Yes,3,1
2016_465,Undergrad,Rejected,2016,March,4,2016,001F000000nHAOdIAO,4,3,History,,,No,No,Self,Public,Very Large,E,171,32,7,3,3,25000,No,3,2
2016_467,Undergrad,Accepted,2016,March,4,2016,001F000000nH7T5IAK,5,3,Psychology,Criminology,,No,No,Self,Public,Medium,W,138,27,8,5,5,12500,No,3,2
2016_468,Undergrad,Rejected,2016,March,4,2016,001F000000nHAWNIA4,4,3,Education (elementary),,Business,Yes,No,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_477,Undergrad,Rejected,2016,March,4,2016,001F000000nH7ldIAC,4,3,Biology,,,No,Yes,Self,Private NFP,Small,S,27,10,4,5,5,5000,No,3,1
2016_480,Undergrad,Rejected,2016,March,4,2016,001F000000nHCKLIA4,2,3,Health,,Education (elementary),No,Yes,Self,Public,Medium,S,66,15,10,1,3,12500,No,3,3
2016_481,Undergrad,Rejected,2016,March,4,2016,001F000000nHAOJIA4,4,3,Sociology,,,No,No,Self,Public,Very Large,W,302,33,10,1,3,25000,No,3,2
2016_482,Undergrad,Accepted,2016,March,4,2016,001F000000nH9wzIAC,4,3,Communications,,Religion,Yes,Yes,Recruiter,Public,Medium,W,66,26,0,5,2,12500,No,3,2
2016_483,Undergrad,Rejected,2016,March,4,2016,001F000000nHAONIA4,4,3,Mathematics,,Psychology,No,No,Recruiter,Public,Medium,E,89,13,2,1,3,12500,Yes,3,2
2016_485,Undergrad,Rejected,2016,March,4,2016,001F000000nH83bIAC,4,3,Mathematics,,,No,No,Self,Public,Very Large,N,655,55,25,5,5,25000,Yes,3,3
2016_486,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHEGfIAO,5,3,Computer Science,History,,No,Yes,Self,Public,Very Large,W,795,82,23,5,5,25000,Yes,3,3
2016_487,Undergrad,Rejected,2016,March,4,2016,001F000000nHBX2IAO,3,3,International Business,,,No,No,Self,Public,Large,E,37,8,4,1,3,22500,No,3,0
2016_490,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7KbIAK,4,3,Chemical Engineering,,,No,Yes,Self,Public,Very Large,S,56,19,8,0,0,25000,Yes,3,2
2016_491,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHAOJIA4,4,3,Geology,,,No,No,Self,Public,Very Large,W,302,33,10,1,3,25000,No,3,2
2016_494,Undergrad,Rejected,2016,January,15,2016,001F000000nH83bIAC,4,3,Other Science,,,No,Yes,Self,Public,Very Large,N,655,55,25,5,5,25000,No,3,3
2016_495,Undergrad,Rejected,2016,March,4,2016,001F000000nHBX2IAO,3,3,Psychology,,,No,No,Self,Public,Large,E,37,8,4,1,3,22500,No,3,0
2016_501,Undergrad,Rejected,2016,March,4,2016,001F000000nH9UaIAK,2,3,Journalism,,,Yes,Yes,Recruiter,Public,Medium,E,44,11,4,1,3,12500,No,3,3
2016_502,Undergrad,Rejected,2016,January,15,2016,001F000000nH8AuIAK,4,3,Economics,,Communications,No,No,Self,Public,Very Large,S,47,10,0,1,3,25000,No,3,2
2016_507,Undergrad,Accepted,2016,January,15,2016,001F000000nHBIxIAO,4,3,Communications,,Other,Yes,Yes,Self,Private NFP,Medium,W,97,12,9,1,3,12500,No,3,2
2016_508,Undergrad,Rejected,2016,October,30,2015,001F000000nHCGVIA4,3,3,Linguistics,,,No,No,Self,Public,Large,E,80,34,5,5,2,22500,No,3,2
2016_509,Undergrad,Rejected,2016,January,15,2016,001F000000nH7hEIAS,2,3,Communications,,,No,No,Self,Private NFP,Small,E,72,11,3,5,2,5000,No,3,3
2016_511,Undergrad,Rejected,2016,October,30,2015,001F000000nHBWtIAO,5,3,Psychology,,Sociology,No,No,Recruiter,Private NFP,Medium,E,331,32,10,5,5,12500,No,3,3
2016_518,Undergrad,Accepted,2016,January,15,2016,001F000000nH9U8IAK,3,3,Criminal Justice,,Psychology,No,Yes,Self,Public,Large,E,46,15,0,5,2,22500,No,3,2
2016_519,Undergrad,Withdrawn,2016,October,30,2015,001F000000nHDwXIAW,3,3,Communications,,,Yes,No,Self,Public,Large,S,10,5,0,5,2,22500,No,3,0
2016_522,Undergrad,Accepted,2016,October,30,2015,001F000000nHAWNIA4,4,3,Social Work,,Business,No,Yes,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_524,Undergrad,Accepted,2016,October,30,2015,001F000000nHANlIAO,5,3,Cognitive Science,,,No,No,Self,Public,Very Large,E,529,36,23,5,5,25000,Yes,3,3
2016_525,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH9KXIA0,3,3,Political Science,,,Yes,Yes,Self,Public,Medium,W,50,37,1,5,2,12500,No,3,2
2016_528,Undergrad,Rejected,2016,October,30,2015,001F000000nHAW8IAO,4,3,Sociology,,,No,Yes,Self,Public,Very Large,E,353,52,5,5,2,25000,No,3,3
2016_529,Undergrad,Rejected,2016,October,30,2015,001F000000nH7f5IAC,4,3,English Literature,,,No,Yes,Self,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2016_531,Undergrad,Accepted,2016,October,30,2015,001F000000nH7hPIAS,5,3,Policy Studies,Psychology,,No,No,Recruiter,Private NFP,Medium,N,568,31,14,5,5,12500,No,3,3
2016_532,Undergrad,Rejected,2016,March,4,2016,001F000000nHAW8IAO,4,3,Women's Studies,,,No,Yes,Recruiter,Public,Very Large,E,353,52,5,5,2,25000,No,3,3
2016_533,Undergrad,Rejected,2016,October,30,2015,001F000000nHBWoIAO,4,3,Other,,,No,Yes,Recruiter,Public,Large,E,251,22,3,5,2,22500,No,3,3
2016_534,Undergrad,Withdrawn,2016,January,15,2016,001F000000nHCJoIAO,4,3,Psychology,,,Yes,Yes,Self,Private NFP,Large,N,119,14,5,1,3,22500,No,3,2
2016_536,Undergrad,Rejected,2016,October,30,2015,001F000000nH9c1IAC,4,3,Psychology,,,No,No,Recruiter,Public,Large,S,76,21,4,1,3,22500,No,3,2
2016_537,Undergrad,Accepted,2016,October,30,2015,001F000000nHAWKIA4,5,3,International Studies/Relations,Women's Studies,Social Work,No,Yes,Recruiter,Public,Very Large,N,973,82,38,5,5,25000,No,3,3
2016_538,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH7YNIA0,3,3,Psychology,,Sociology,No,Yes,Recruiter,Public,Large,E,279,19,12,0,0,22500,No,3,2
2016_539,Undergrad,Rejected,2016,October,30,2015,001F000000nHEyuIAG,4,3,Communications,,Business,Yes,No,Self,Public,Very Large,S,189,48,11,1,3,25000,No,3,3
2016_540,Undergrad,Rejected,2016,October,30,2015,001F000000nH83VIAS,3,3,Theater,,Women's Studies,Yes,No,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_541,Undergrad,Rejected,2016,January,15,2016,001F000000nH7fLIAS,4,3,Biochemistry,,,No,Yes,Self,Public,Very Large,W,409,56,10,2,5,25000,No,3,3
2016_542,Undergrad,Rejected,2016,October,30,2015,001F000000nH83VIAS,3,3,Computer Information Systems,Other,Chinese,Yes,Yes,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_543,Undergrad,Withdrawn,2016,January,15,2016,001F000000nHCG7IAO,4,3,Education (secondary),,History,No,Yes,Self,Public,Large,N,271,22,16,5,5,22500,No,3,2
2016_545,Undergrad,Accepted,2016,January,15,2016,001F000000nHCKsIAO,5,3,History,Environmental Studies,,No,Yes,Self,Private NFP,Small,E,148,13,9,0,0,5000,No,3,3
2016_546,Undergrad,Accepted,2016,October,30,2015,001F000000nHBIBIA4,4,3,Social Science,,Other,No,Yes,Self,Public,Medium,W,44,8,4,1,3,12500,No,3,1
2016_548,Undergrad,Rejected,2016,October,30,2015,001F000000nHA6yIAG,3,3,Communications,,English,No,No,Self,Public,Very Large,E,36,3,3,1,3,25000,No,3,1
2016_549,Undergrad,Accepted,2016,January,15,2016,001F000000nHCJoIAO,4,3,Psychology,,,No,Yes,Self,Private NFP,Large,N,119,14,5,1,3,22500,No,3,2
2016_550,Undergrad,Rejected,2016,October,30,2015,001F000000nHAW8IAO,4,3,Criminology,,,No,No,Self,Public,Very Large,E,353,52,5,5,2,25000,No,3,3
2016_551,Undergrad,Accepted,2016,October,30,2015,001F000000nH9UWIA0,2,3,Mathematics,,,No,Yes,Self,Public,Medium,W,30,11,0,5,2,12500,Yes,3,0
2016_552,Undergrad,Rejected,2016,March,4,2016,001F000000nHCG7IAO,4,3,Environmental Science,,Information Systems,No,Yes,Self,Public,Large,N,271,22,16,5,5,22500,Yes,3,2
2016_554,Undergrad,Rejected,2016,March,4,2016,001F000000nH7YKIA0,5,3,Neuroscience,,,Yes,Yes,Self,Private NFP,Medium,E,353,15,14,5,2,12500,Yes,3,3
2016_556,Undergrad,Accepted,2016,January,15,2016,001F000000nHAOdIAO,4,3,Political Science,History,,Yes,Yes,Self,Public,Very Large,E,171,32,7,3,3,25000,No,3,2
2016_557,Undergrad,Rejected,2016,January,15,2016,001F000000nH7GDIA0,5,3,Biology,,,No,No,Self,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_558,Undergrad,Withdrawn,2016,January,15,2016,001F000000nH9c1IAC,4,3,Interdisciplinary Studies,,Other,No,No,Self,Public,Large,S,76,21,4,1,3,22500,No,3,2
2016_559,Undergrad,Rejected,2016,January,15,2016,001F000000nH83VIAS,3,3,Criminal Justice,,,No,No,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_560,Undergrad,Rejected,2016,March,4,2016,001F000000nH9oFIAS,4,3,Public Relations,,Psychology,No,No,Self,Public,Very Large,E,512,63,16,2,5,25000,No,3,3
2016_561,Undergrad,Rejected,2016,October,30,2015,001F000000nH9UiIAK,4,3,Psychology,,,No,Yes,Self,Public,Very Large,N,257,34,24,1,3,25000,No,3,2
2016_562,Undergrad,Withdrawn,2016,October,30,2015,001F000000nH9KXIA0,3,3,Child Development,,,No,Yes,Self,Public,Medium,W,50,37,1,5,2,12500,No,3,2
2016_563,Undergrad,Accepted,2016,October,30,2015,001F000000nHAW8IAO,4,3,Microbiology,,,Yes,Yes,Self,Public,Very Large,E,353,52,5,5,2,25000,Yes,3,3
2016_564,Undergrad,Rejected,2016,January,15,2016,001F000000nH7feIAC,3,3,Sociology,Spanish,Other,No,No,Recruiter,Public,Very Large,W,264,33,18,1,3,25000,No,3,2
2016_565,Undergrad,Accepted,2016,October,30,2015,001F000000nH9xTIAS,4,3,Education (general),,Law,Yes,No,Recruiter,Private NFP,Medium,E,86,8,4,2,5,12500,No,3,2
2016_566,Undergrad,Accepted,2016,January,15,2016,001F000000nHA6yIAG,3,3,Molecular Biology,,Chemistry,No,Yes,Recruiter,Public,Very Large,E,36,3,3,1,3,25000,Yes,3,1
2016_577,Undergrad,Rejected,2016,March,4,2016,001F000000nH7TxIAK,5,3,Economics,,Statistics,No,Yes,Recruiter,Public,Very Large,E,702,55,43,5,5,25000,No,3,3
2016_579,Undergrad,Rejected,2016,March,4,2016,001F000000nH83VIAS,3,3,Psychology,,Pre-medicine,No,No,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_580,Undergrad,Accepted,2016,March,4,2016,001F000000nHAOmIAO,4,3,Public Health,,International Studies/Relations,No,No,Self,Private NFP,Large,S,278,24,6,2,5,22500,No,3,3
2016_581,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7f5IAC,4,3,Political Science,Other,,Yes,No,Self,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2016_583,Undergrad,Rejected,2016,March,4,2016,001F000000nH7GQIA0,4,3,Anthropology,,Environmental Studies,No,No,Self,Public,Very Large,W,113,10,3,5,2,25000,No,3,2
2016_585,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHAWKIA4,5,3,Political Science,,,Yes,Yes,Self,Public,Very Large,N,973,82,38,5,5,25000,No,3,3
2016_586,Undergrad,Rejected,2016,March,4,2016,001F000000nHBX2IAO,3,3,Communications,,,No,No,Self,Public,Large,E,37,8,4,1,3,22500,No,3,0
2016_587,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHCK7IAO,5,3,Mathematics,,Computer Science,No,Yes,Self,Private NFP,Medium,E,166,14,14,5,5,12500,Yes,3,3
2016_588,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHDH7IAO,3,3,Human Biology,,,Yes,No,Self,Public,Very Large,E,25,16,3,5,2,25000,Yes,3,1
2016_589,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7K8IAK,3,3,Social Work,,,No,No,Self,Private NFP,Medium,S,25,5,0,0,0,12500,No,3,1
2016_590,Undergrad,Withdrawn,2016,March,4,2016,001F000000nH7gmIAC,4,3,Spanish,Telecommunications,Art,Yes,No,Self,Public,Very Large,S,222,46,9,1,3,25000,No,3,3
2016_591,Undergrad,Accepted,2016,March,4,2016,001F000000nHAX5IAO,4,3,History,Art History,,Yes,No,Self,Public,Very Large,E,216,27,8,0,0,25000,No,3,2
2016_592,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHEGUIA4,4,3,Communications,,Women's Studies,No,No,Self,Private NFP,Medium,E,93,5,1,1,3,12500,No,3,2
2016_593,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHAWNIA4,4,3,Biochemistry,,,No,No,Self,Public,Very Large,S,734,104,22,5,5,25000,No,3,3
2016_594,Undergrad,Rejected,2016,March,4,2016,001F000000nHCGVIA4,3,3,Music,,,No,No,Self,Public,Large,E,80,34,5,5,2,22500,No,3,2
2016_595,Undergrad,Rejected,2016,March,4,2016,001F000000nH9UnIAK,4,3,Human Development,,Business,No,No,Self,Public,Very Large,S,62,14,3,0,0,25000,No,3,2
2016_596,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHDGZIA4,4,3,Journalism,,Communications,Yes,No,Self,Public,Very Large,S,147,17,15,1,3,25000,No,3,2
2016_597,Undergrad,Rejected,2016,March,4,2016,001F000000nHAWvIAO,5,3,Philosophy,,,Yes,Yes,Recruiter,Private NFP,Very Large,W,511,37,26,5,5,25000,No,3,3
2016_599,Undergrad,Rejected,2016,March,4,2016,001F000000nHAP0IAO,3,3,Dance,,,No,No,Self,Public,Very Large,S,37,8,0,3,3,25000,No,3,0
2016_601,Undergrad,Withdrawn,2016,March,4,2016,001F000000nHBQiIAO,5,3,Biology,,Dance,Yes,No,Recruiter,Private NFP,Medium,E,166,10,3,5,2,12500,No,3,3
2016_602,Undergrad,Rejected,2016,March,4,2016,001F000000nHAh1IAG,5,3,Psychology,Linguistics,,No,No,Self,Public,Very Large,W,595,103,17,5,5,25000,No,3,3
2016_604,Undergrad,Rejected,2016,March,4,2016,001F000000nH7GDIA0,5,3,Sociology,,,No,No,Self,Public,Very Large,W,316,53,10,5,2,25000,No,3,3
2016_605,Undergrad,Rejected,2016,March,4,2016,001F000000nH7TxIAK,5,3,Journalism,Political Science,,No,No,Self,Public,Very Large,E,702,55,43,5,5,25000,No,3,3
2016_606,Undergrad,Rejected,2016,March,4,2016,001F000000nHAOdIAO,4,3,Anthropology,Classics,,No,No,Self,Public,Very Large,E,171,32,7,3,3,25000,No,3,2
2016_608,Undergrad,Rejected,2016,March,4,2016,001F000000nH83VIAS,3,3,Fine Arts,,,No,No,Self,Public,Very Large,W,299,72,20,2,5,25000,No,3,3
2016_609,Undergrad,Rejected,2016,March,4,2016,001F000000nHEFEIA4,4,3,Biology,,Spanish,No,No,Self,Public,Very Large,S,131,34,9,0,0,25000,No,3,2
